src_id:int64	dst_id:int64	weight:float
890649	1230516	0.7015180456419021
1288376	1230516	0.0012589579701723804
1299337	1230516	0.025423728813559324
673633	1230516	0.0004870446132865771
1610698	1230516	0.015463917525773196
655658	1230516	0.16768499660556688
1550996	1230516	0.0007220216606498195
923690	1230516	0.04020100502512563
1316338	1230516	0.0012882447665056361
1173137	1230516	0.011238250919493258
1299712	1230516	0.13350785340314136
1017121	1230516	0.0028625954198473282
1299192	1230516	0.0015503875968992248
117504	1230516	0.06397306397306397
823018	1230516	0.027138749101365923
530384	1230516	0.0034159517000317764
1293080	1230516	0.01254180602006689
795498	1230516	0.0008131550415612577
880793	1230516	0.009489666807254323
882097	1230516	0.003430185633575464
282224	1230516	0.004342431761786601
1193056	1230516	0.0014395393474088292
538817	1230516	0.007455731593662628
1454464	1230516	0.0017452006980802793
1223576	1230516	0.0016137708445400753
1177081	1230516	0.0023715415019762848
836001	1230516	0.002185195301830101
251576	1230516	0.0028469750889679717
224040	1230516	0.0015761269307554902
362939	1230516	0.020465772759350742
278778	1230516	0.002803083391730904
1426673	1230516	0.003989361702127659
155992	1230516	0.0030410542321338066
1266201	1230516	0.0005217618157311188
803739	1230516	0.0018013381369016985
297665	1230516	0.024539877300613498
1299504	1230516	0.0036202735317779565
438979	1230516	0.0049923195084485405
1205960	1230516	0.006201550387596899
95754	1230516	0.06937394247038917
1291307	1230516	0.02536824877250409
356035	1230516	0.004004004004004004
770281	1230516	0.005257623554153523
904825	1230516	0.05063291139240506
1316322	1230516	0.0012574662055957245
1343706	1230516	0.0012755102040816326
692305	1230516	0.0018825301204819277
692563	1230516	0.009615384615384616
1455809	1230516	0.006342494714587738
838137	1230516	0.005964214711729622
873193	1230516	0.007602755999049656
838784	1230516	0.030927835051546393
824048	1230516	0.00333555703802535
656146	1230516	0.012004175365344467
16576	1230516	0.013293051359516616
1406480	1230516	0.006876327232278289
1244026	1230516	0.01466275659824047
1551779	1230516	0.007965482907401261
1120176	1230516	0.0056179775280898875
741920	1230516	0.004581901489117984
1445824	1230516	0.008578888474449832
66513	1230516	0.0015944724953494552
856498	1230516	0.03998505231689088
484672	1230516	0.004018754186202277
291776	1230516	0.022304832713754646
933860	1230516	0.0028763183125599234
1280427	1230516	0.0034129692832764505
431226	1230516	0.00558659217877095
948296	1230516	0.01556420233463035
136267	1230516	0.028615115771079072
111337	1230516	0.003126302626094206
513105	1230516	0.01228878648233487
595851	1230516	0.008442776735459663
1181928	1230516	0.001485001485001485
169592	1230516	0.0007968921207291563
544971	1230516	0.028426791277258567
1435433	1230516	0.025792584631918324
1105066	1230516	0.004819277108433735
1111563	1230516	0.002997002997002997
896544	1230516	0.11692969870875179
450243	1230516	0.01092896174863388
550280	1230516	0.016681299385425813
76425	1230516	0.10420414418015857
387611	1230516	0.002828054298642534
554195	1230516	0.007897334649555774
1122105	1230516	0.014234875444839857
457281	1230516	0.007258064516129033
1370235	1230516	0.008341511285574092
838315	1230516	0.007838014369693011
489580	1230516	0.03529411764705882
472848	1230516	0.008310249307479225
992506	1230516	0.0034868056105872096
923067	1230516	0.03742802303262956
1118209	1230516	0.0011092150170648465
1171844	1230516	0.01858736059479554
994059	1230516	0.0032232070910556
1307881	1230516	0.006902502157031924
397176	1230516	0.004302925989672977
615969	1230516	0.007980845969672785
1406722	1230516	0.055613850996852045
298939	1230516	0.0024052916416115455
587313	1230516	0.008759124087591242
587136	1230516	0.006656804733727811
1447937	1230516	0.00246669955599408
1586867	1230516	0.001678876678876679
1508858	1230516	0.005042016806722689
552170	1230516	0.12030075187969924
288833	1230516	0.09756956674885522
890922	1230516	0.008869179600886918
1119042	1230516	0.0031042128603104213
1160098	1230516	0.03459987263850563
1144321	1230516	0.043478260869565216
981168	1230516	0.0033921302578018998
709297	1230516	0.05172413793103448
1091776	1230516	0.0025450473378804844
1027865	1230516	0.0016877637130801688
1175656	1230516	0.000751597143930853
734396	1230516	0.0054869684499314125
668691	1230516	0.016494845360824743
450137	1230516	0.012458471760797342
1113848	1230516	0.0007743933918430562
147530	1230516	0.027672955974842768
470642	1230516	0.11931243680485339
552100	1230516	0.00856870834655665
325393	1230516	0.021400778210116732
370147	1230516	0.051515151515151514
837443	1230516	0.0010687566797292483
795923	1230516	0.00516795865633075
749266	1230516	0.0024019215372297837
1147992	1230516	0.011848341232227487
1508475	1230516	0.005065856129685917
156793	1230516	0.018011527377521614
249313	1230516	0.000474158368895211
473784	1230516	0.00510204081632653
656257	1230516	0.012777777777777779
128489	1230516	0.012419006479481642
1320601	1230516	0.005793742757821553
193344	1230516	0.017077798861480076
1199410	1230516	0.0088339222614841
16728	1230516	0.001951854261548471
330946	1230516	0.019178082191780823
1160706	1230516	0.0011906533710373567
807008	1230516	0.00074011418904631
537641	1230516	0.015274034141958671
545096	1230516	0.07644197359277276
1058448	1230516	0.020134228187919462
1586170	1230516	0.03473053892215569
1490513	1230516	0.005698005698005698
1577642	1230516	0.05601317957166392
520337	1230516	0.050505050505050504
937916	1230516	0.0055248618784530384
1172312	1230516	0.013136288998357963
1285675	1230516	0.000994530084535057
996632	1230516	0.014150943396226415
994436	1230516	0.0016216216216216215
797088	1230516	0.0005792064871126556
118770	1230516	0.005100956429330499
798409	1230516	0.0066329753632343655
21818	1230516	0.002101723413198823
163756	1230516	0.000683371298405467
792667	1230516	0.0009279307145066501
1174243	1230516	0.11442483262325015
1533928	1230516	0.003734827264239029
1498440	1230516	0.010050251256281407
1403624	1230516	0.0043281896876176135
999881	1230516	0.0014357501794687725
801097	1230516	0.03164556962025317
24866	1230516	0.01007994438651373
991568	1230516	0.00352
440506	1230516	0.005471956224350205
1006425	1230516	0.008985879332477536
454441	1230516	0.0073439412484700125
810233	1230516	0.010973451327433627
1100288	1230516	0.0033879164313946925
1113185	1230516	0.007575757575757576
1082544	1230516	0.0017274140611504578
518483	1230516	0.031007751937984496
1353186	1230516	0.0031779661016949155
1509353	1230516	0.0125
146363	1230516	0.013167520117044623
781064	1230516	0.005640019617459539
873194	1230516	0.008517887563884156
1090208	1230516	0.0017942583732057417
860690	1230516	0.005003573981415297
1388105	1230516	0.004491017964071856
998441	1230516	0.03102189781021898
1382984	1230516	0.0008
590042	1230516	0.005076142131979695
1122161	1230516	0.02736318407960199
974834	1230516	0.03619909502262444
957817	1230516	0.01092896174863388
393596	1230516	0.0048
1004832	1230516	0.006593406593406593
981185	1230516	0.002258610954263128
435881	1230516	0.0016789358129923801
980267	1230516	0.03917910447761194
173771	1230516	0.0006119951040391676
301347	1230516	0.002628120893561104
1222546	1230516	0.01783264746227709
520128	1230516	0.011643835616438357
993905	1230516	0.0024875621890547263
616163	1230516	0.014450867052023121
1283032	1230516	0.002927048934253978
1539465	1230516	0.009478672985781991
806896	1230516	0.006925207756232687
13801	1230516	0.0043782837127845885
769832	1230516	0.009175900277008311
797299	1230516	0.0010688654756451366
642875	1230516	0.011063664596273292
857457	1230516	0.006936838262139467
770850	1230516	0.0016118633139909735
437795	1230516	0.03125
885145	1230516	0.002613240418118467
1324434	1230516	0.002425222312045271
605649	1230516	0.0011981787682722263
614192	1230516	0.0007614213197969543
697392	1230516	0.020563594821020565
1541921	1230516	0.01059322033898305
1426833	1230516	0.00663075010360547
1577674	1230516	0.07547169811320754
1006240	1230516	0.012844036697247707
1435528	1230516	0.09016393442622951
297560	1230516	0.002544529262086514
880072	1230516	0.003436426116838488
1162825	1230516	0.00994733762434172
1006530	1230516	0.009445843828715366
1604611	1230516	0.0030864197530864196
210554	1230516	0.004767580452920143
1544915	1230516	0.001332001332001332
1162530	1230516	0.0020477815699658703
834288	1230516	0.014157973174366617
823168	1230516	0.021724818959842
567019	1230516	0.0046204620462046205
